,FIPS,FIPS_NUM,COUNTY_NAME,STATE,UIC_NUMBER,UIC_GROUP,MEDICARE_ENROLL,POPESTIMATE,PHARMA_COUNT,ENERGY_RES,ENERGY_COM,ENERGY_IND,ENERGY_TTL,MEDICARE_RATE,RESIDENTIAL_RATE,MEDICARE_BIN,RESIDENTIAL_BIN,BIVARIATE_BIN
379,12119,12119,Sumter County,FL,2,Metro,74831,129752,21,529831.0,175772.0,176301.0,881904.0,0.577,0.601,C,3,C3
2715,48385,48385,Real County,TX,10,Nonmetro,1329,2758,0,15573.0,14748.0,28011.0,58332.0,0.482,0.267,C,1,C1
1231,26001,26001,Alcona County,MI,10,Nonmetro,4374,10167,0,36002.0,19076.0,13629.0,68707.0,0.43,0.524,C,3,C3
1290,26119,26119,Montmorency County,MI,10,Nonmetro,3936,9153,1,29195.0,23179.0,24281.0,76655.0,0.43,0.381,C,2,C2
1296,26131,26131,Ontonagon County,MI,10,Nonmetro,2429,5816,0,16601.0,15629.0,3123.0,35353.0,0.418,0.47,C,3,C3
2969,53031,53031,Jefferson County,WA,6,Nonmetro,13640,32977,4,153437.0,99072.0,41736.0,294245.0,0.414,0.521,C,3,C3
1796,35003,35003,Catron County,NM,10,Nonmetro,1479,3579,0,10898.0,9082.0,18647.0,38627.0,0.413,0.282,C,1,C1
581,16061,16061,Lewis County,ID,7,Nonmetro,1449,3533,1,18725.0,15196.0,27957.0,61878.0,0.41,0.303,C,1,C1
2215,41015,41015,Curry County,OR,8,Nonmetro,9532,23446,1,124213.0,102261.0,24960.0,251434.0,0.407,0.494,C,3,C3
1302,26143,26143,Roscommon County,MI,11,Nonmetro,9520,23459,6,86697.0,81907.0,4769.0,173373.0,0.406,0.5,C,3,C3
2348,45065,45065,McCormick County,SC,6,Nonmetro,3859,9526,0,54548.0,20351.0,35454.0,110353.0,0.405,0.494,C,3,C3
2870,51103,51103,Lancaster County,VA,12,Nonmetro,4416,10919,2,76288.0,101829.0,8893.0,187010.0,0.404,0.408,C,2,C2
525,13281,13281,Towns County,GA,12,Nonmetro,5018,12493,1,49430.0,26213.0,6588.0,82231.0,0.402,0.601,C,3,C3
2883,51133,51133,Northumberland County,VA,12,Nonmetro,4704,11839,1,91863.0,69265.0,16654.0,177782.0,0.397,0.517,C,3,C3
1822,35051,35051,Sierra County,NM,6,Nonmetro,4565,11576,1,35754.0,80130.0,29137.0,145021.0,0.394,0.247,C,1,C1
328,12017,12017,Citrus County,FL,2,Metro,60361,153843,26,773544.0,412563.0,19768.0,1205875.0,0.392,0.641,C,3,C3
258,08027,8027,Custer County,CO,7,Nonmetro,1827,4704,0,17402.0,7716.0,15220.0,40338.0,0.388,0.431,C,2,C2
1624,30053,30053,Lincoln County,MT,9,Nonmetro,7640,19677,0,111854.0,46657.0,222537.0,381048.0,0.388,0.294,C,1,C1
1272,26083,26083,Keweenaw County,MI,8,Nonmetro,794,2046,0,5468.0,3168.0,1648.0,10284.0,0.388,0.532,C,3,C3
2391,46061,46061,Hanson County,SD,5,Nonmetro,1329,3461,0,15649.0,4448.0,11498.0,31595.0,0.384,0.495,C,3,C3
327,12015,12015,Charlotte County,FL,2,Metro,71672,186847,30,939356.0,733041.0,12746.0,1685143.0,0.384,0.557,C,3,C3
2591,48137,48137,Edwards County,TX,12,Nonmetro,539,1422,0,9074.0,5697.0,5551.0,20322.0,0.379,0.447,C,3,C3
1301,26141,26141,Presque Isle County,MI,9,Nonmetro,4902,12982,1,42698.0,34938.0,21997.0,99633.0,0.378,0.429,C,2,C2
2709,48373,48373,Polk County,TX,4,Nonmetro,18824,50123,2,283624.0,163453.0,63710.0,510787.0,0.376,0.555,C,3,C3
2445,47035,47035,Cumberland County,TN,5,Nonmetro,22790,61145,6,313430.0,155770.0,173379.0,642579.0,0.373,0.488,C,3,C3
1899,37019,37019,Brunswick County,NC,2,Metro,50868,136693,12,748319.0,465761.0,179606.0,1393686.0,0.372,0.537,C,3,C3
3111,55125,55125,Vilas County,WI,12,Nonmetro,8549,23047,4,76516.0,118415.0,13413.0,208344.0,0.371,0.367,C,2,C2
530,13291,13291,Union County,GA,12,Nonmetro,9125,24632,6,98088.0,74126.0,19696.0,191910.0,0.37,0.511,C,3,C3
1314,27001,27001,Aitkin County,MN,4,Nonmetro,5767,15697,2,70875.0,30451.0,28894.0,130220.0,0.367,0.544,C,3,C3
2384,46047,46047,Fall River County,SD,6,Nonmetro,2561,6973,1,36535.0,38899.0,15746.0,91180.0,0.367,0.401,C,2,C2
113,05005,5005,Baxter County,AR,8,Nonmetro,15271,41627,2,206535.0,131572.0,60114.0,398221.0,0.367,0.519,C,3,C3
2988,53069,53069,Wahkiakum County,WA,4,Nonmetro,1612,4422,0,18407.0,64985.0,23447.0,106839.0,0.365,0.172,C,1,C1
2377,46033,46033,Custer County,SD,2,Metro,3036,8318,0,43739.0,30134.0,20254.0,94127.0,0.365,0.465,C,3,C3
2864,51091,51091,Highland County,VA,7,Nonmetro,814,2232,0,14928.0,2519.0,3780.0,21227.0,0.365,0.703,C,3,C3
2978,53049,53049,Pacific County,WA,9,Nonmetro,8488,23365,2,96883.0,179413.0,65795.0,342091.0,0.363,0.283,C,1,C1
1490,29015,29015,Benton County,MO,10,Nonmetro,7024,19394,2,103839.0,46603.0,27302.0,177744.0,0.362,0.584,C,3,C3
2644,48243,48243,Jeff Davis County,TX,12,Nonmetro,720,1996,0,10846.0,6835.0,1358.0,19039.0,0.361,0.57,C,3,C3
109,04025,4025,Yavapai County,AZ,2,Metro,85246,236209,27,862187.0,852931.0,555013.0,2270131.0,0.361,0.38,C,2,C2
1298,26135,26135,Oscoda County,MI,12,Nonmetro,2954,8219,1,27039.0,19467.0,9237.0,55743.0,0.359,0.485,C,3,C3
1911,37043,37043,Clay County,NC,12,Nonmetro,3983,11089,3,63114.0,70337.0,10137.0,143588.0,0.359,0.44,C,2,C2
272,08055,8055,Huerfano County,CO,6,Nonmetro,2441,6820,0,23472.0,18365.0,22012.0,63849.0,0.358,0.368,C,2,C2
102,04012,4012,La Paz County,AZ,4,Nonmetro,5919,16557,1,93502.0,48863.0,112085.0,254450.0,0.357,0.367,C,2,C2
1265,26069,26069,Iosco County,MI,11,Nonmetro,9021,25237,4,87561.0,71969.0,44137.0,203667.0,0.357,0.43,C,2,C2
2958,53009,53009,Clallam County,WA,8,Nonmetro,27450,77155,13,443077.0,260697.0,97191.0,800965.0,0.356,0.553,C,3,C3
3028,54071,54071,Pendleton County,WV,7,Nonmetro,2188,6143,0,35322.0,23503.0,25462.0,84287.0,0.356,0.419,C,2,C2
2672,48299,48299,Llano County,TX,11,Nonmetro,7533,21243,0,124956.0,32155.0,26882.0,183993.0,0.355,0.679,C,3,C3
1751,32009,32009,Esmeralda County,NV,10,Nonmetro,258,729,0,3916.0,7413.0,157244.0,168573.0,0.354,0.023,C,1,C1
2833,51027,51027,Buchanan County,VA,10,Nonmetro,7184,20355,2,136351.0,62833.0,269539.0,468723.0,0.353,0.291,C,1,C1
1642,30089,30089,Sanders County,MT,7,Nonmetro,4379,12400,2,49494.0,28238.0,38966.0,116698.0,0.353,0.424,C,2,C2
1806,35021,35021,Harding County,NM,12,Nonmetro,231,657,0,1547.0,3543.0,9196.0,14286.0,0.352,0.108,C,1,C1
3048,55001,55001,Adams County,WI,6,Nonmetro,7230,20654,0,71017.0,25172.0,16338.0,112527.0,0.35,0.631,C,3,C3
2878,51119,51119,Middlesex County,VA,4,Nonmetro,3717,10625,1,71484.0,81763.0,3206.0,156453.0,0.35,0.457,C,3,C3
2686,48327,48327,Menard County,TX,12,Nonmetro,683,1962,0,12416.0,4319.0,6530.0,23265.0,0.348,0.534,C,3,C3
2845,51051,51051,Dickenson County,VA,8,Nonmetro,4922,14124,3,90115.0,26387.0,42412.0,158914.0,0.348,0.567,C,3,C3
1559,29153,29153,Ozark County,MO,10,Nonmetro,2967,8553,0,49675.0,8624.0,10027.0,68326.0,0.347,0.727,C,3,C3
2242,41069,41069,Wheeler County,OR,10,Nonmetro,504,1451,0,7754.0,4574.0,7497.0,19825.0,0.347,0.391,C,2,C2
2981,53055,53055,San Juan County,WA,12,Nonmetro,6170,17788,3,80355.0,56650.0,64351.0,201356.0,0.347,0.399,C,2,C2
1813,35033,35033,Mora County,NM,10,Nonmetro,1450,4189,0,7339.0,4872.0,40506.0,52717.0,0.346,0.139,C,1,C1
377,12115,12115,Sarasota County,FL,2,Metro,149598,434006,77,2173756.0,2285857.0,468248.0,4927861.0,0.345,0.441,C,2,C2
284,08079,8079,Mineral County,CO,12,Nonmetro,298,865,0,3979.0,3135.0,74964.0,82078.0,0.345,0.048,C,1,C1
2876,51115,51115,Mathews County,VA,1,Metro,2930,8533,1,62409.0,31547.0,2080.0,96036.0,0.343,0.65,C,3,C3
349,12061,12061,Indian River County,FL,2,Metro,54793,159788,32,826383.0,835223.0,102082.0,1763688.0,0.343,0.469,C,3,C3
1909,37039,37039,Cherokee County,NC,12,Nonmetro,9853,28774,5,135584.0,138897.0,63152.0,337633.0,0.342,0.402,C,2,C2
179,05137,5137,Stone County,AR,9,Nonmetro,4224,12359,2,62474.0,28062.0,18650.0,109186.0,0.342,0.572,C,3,C3
2239,41063,41063,Wallowa County,OR,10,Nonmetro,2527,7391,1,34213.0,49821.0,26754.0,110788.0,0.342,0.309,C,1,C1
336,12035,12035,Flagler County,FL,2,Metro,39431,115378,16,508189.0,285343.0,8517.0,802049.0,0.342,0.634,C,3,C3
580,16059,16059,Lemhi County,ID,11,Nonmetro,2722,7974,2,46612.0,27096.0,117050.0,190758.0,0.341,0.244,C,1,C1
1217,25001,25001,Barnstable County,MA,2,Metro,78040,228996,4,713517.0,802915.0,75362.0,1591794.0,0.341,0.448,C,3,C3
1275,26089,26089,Leelanau County,MI,8,Nonmetro,7613,22301,1,73665.0,58467.0,38624.0,170756.0,0.341,0.431,C,2,C2
1586,29209,29209,Stone County,MO,5,Nonmetro,10587,31076,4,159545.0,60567.0,12310.0,232422.0,0.341,0.686,C,3,C3
256,08023,8023,Costilla County,CO,12,Nonmetro,1193,3499,0,13201.0,4682.0,8327.0,26210.0,0.341,0.504,C,3,C3
2724,48403,48403,Sabine County,TX,7,Nonmetro,3375,9894,0,49952.0,14979.0,95378.0,160309.0,0.341,0.312,C,1,C1
2228,41041,41041,Lincoln County,OR,8,Nonmetro,17137,50395,5,209337.0,201851.0,25181.0,436369.0,0.34,0.48,C,3,C3
2695,48345,48345,Motley County,TX,12,Nonmetro,361,1063,0,4814.0,8662.0,8146.0,21622.0,0.34,0.223,C,1,C1
1964,37149,37149,Polk County,NC,7,Nonmetro,6578,19328,1,124109.0,75657.0,37165.0,236931.0,0.34,0.524,C,3,C3
1661,31015,31015,Boyd County,NE,12,Nonmetro,615,1810,0,10886.0,286.0,22864.0,34036.0,0.34,0.32,C,2,C2
1628,30061,30061,Mineral County,MT,7,Nonmetro,1536,4535,1,14171.0,118224.0,10080.0,142475.0,0.339,0.099,C,1,C1
2963,53019,53019,Ferry County,WA,12,Nonmetro,2433,7178,0,32964.0,102219.0,92796.0,227979.0,0.339,0.145,C,1,C1
2015,38051,38051,McIntosh County,ND,12,Nonmetro,857,2530,0,17037.0,21444.0,25814.0,64295.0,0.339,0.265,C,1,C1
2682,48319,48319,Mason County,TX,10,Nonmetro,1335,3953,0,22593.0,3209.0,28175.0,53977.0,0.338,0.419,C,2,C2
1279,26097,26097,Mackinac County,MI,10,Nonmetro,3657,10834,0,41026.0,68241.0,13486.0,122753.0,0.338,0.334,C,2,C2
1637,30079,30079,Prairie County,MT,12,Nonmetro,367,1088,0,5780.0,3603.0,10142.0,19525.0,0.337,0.296,C,1,C1
346,12055,12055,Highlands County,FL,2,Metro,34146,101235,12,482415.0,404980.0,40772.0,928167.0,0.337,0.52,C,3,C3
1266,26071,26071,Iron County,MI,9,Nonmetro,3920,11631,0,29780.0,29855.0,12132.0,71767.0,0.337,0.415,C,2,C2
178,05135,5135,Sharp County,AR,9,Nonmetro,5808,17271,5,92842.0,48030.0,28123.0,168995.0,0.336,0.549,C,3,C3
1525,29085,29085,Hickory County,MO,7,Nonmetro,2779,8279,0,47506.0,15057.0,11939.0,74502.0,0.336,0.638,C,3,C3
1848,36041,36041,Hamilton County,NY,7,Nonmetro,1716,5107,0,4565.0,5478.0,2898.0,12941.0,0.336,0.353,C,2,C2
3066,55037,55037,Florence County,WI,8,Nonmetro,1526,4558,0,14912.0,11951.0,15232.0,42095.0,0.335,0.354,C,2,C2
3073,55051,55051,Iron County,WI,12,Nonmetro,2055,6137,0,23481.0,34869.0,5280.0,63630.0,0.335,0.369,C,2,C2
1958,37137,37137,Pamlico County,NC,2,Metro,4103,12276,2,78469.0,46709.0,10715.0,135893.0,0.334,0.577,C,3,C3
2031,38083,38083,Sheridan County,ND,12,Nonmetro,422,1265,0,10033.0,12037.0,20327.0,42397.0,0.334,0.237,C,1,C1
1295,26129,26129,Ogemaw County,MI,11,Nonmetro,6916,20770,5,79112.0,58590.0,38099.0,175801.0,0.333,0.45,C,3,C3
2960,53013,53013,Columbia County,WA,2,Metro,1315,3952,0,24303.0,18597.0,32962.0,75862.0,0.333,0.32,C,2,C2
441,13111,13111,Fannin County,GA,4,Nonmetro,8423,25319,4,121426.0,52429.0,29596.0,203451.0,0.333,0.597,C,3,C3
3113,55129,55129,Washburn County,WI,11,Nonmetro,5532,16623,0,62906.0,81712.0,51977.0,196595.0,0.333,0.32,C,2,C2
3054,55013,55013,Burnett County,WI,4,Nonmetro,5465,16526,0,61654.0,49933.0,24563.0,136150.0,0.331,0.453,C,3,C3
3062,55029,55029,Door County,WI,6,Nonmetro,9951,30066,5,103298.0,172677.0,57301.0,333276.0,0.331,0.31,C,1,C1
122,05023,5023,Cleburne County,AR,6,Nonmetro,8191,24711,3,138171.0,80276.0,39458.0,257905.0,0.331,0.536,C,3,C3
2532,48019,48019,Bandera County,TX,1,Metro,6873,20851,0,123800.0,41048.0,26871.0,191719.0,0.33,0.646,C,3,C3
181,05141,5141,Van Buren County,AR,6,Nonmetro,5215,15796,3,89892.0,33382.0,38776.0,162050.0,0.33,0.555,C,3,C3
1758,32023,32023,Nye County,NV,3,Nonmetro,17007,51591,2,232461.0,166501.0,593817.0,992779.0,0.33,0.234,C,1,C1
2772,48499,48499,Wood County,TX,6,Nonmetro,14806,44843,6,250186.0,242121.0,158066.0,650373.0,0.33,0.385,C,2,C2
1273,26085,26085,Lake County,MI,10,Nonmetro,3976,12096,0,36278.0,20581.0,6124.0,62983.0,0.329,0.576,C,3,C3
1749,32005,32005,Douglas County,NV,3,Nonmetro,16255,49488,3,148973.0,183354.0,110245.0,442572.0,0.328,0.337,C,2,C2
2397,46073,46073,Jerauld County,SD,10,Nonmetro,545,1663,0,11694.0,6522.0,41407.0,59623.0,0.328,0.196,C,1,C1
2564,48083,48083,Coleman County,TX,6,Nonmetro,2524,7684,1,42878.0,39469.0,48213.0,130560.0,0.328,0.328,C,2,C2
2337,45043,45043,Georgetown County,SC,5,Nonmetro,20752,63404,3,401245.0,157260.0,140623.0,699128.0,0.327,0.574,C,3,C3
1235,26009,26009,Antrim County,MI,10,Nonmetro,7662,23431,2,80564.0,47478.0,36873.0,164915.0,0.327,0.489,C,3,C3
1256,26051,26051,Gladwin County,MI,6,Nonmetro,8307,25386,4,88300.0,41817.0,38569.0,168686.0,0.327,0.523,C,3,C3
979,20183,20183,Smith County,KS,12,Nonmetro,1167,3570,1,15701.0,15237.0,17734.0,48672.0,0.327,0.323,C,2,C2
2496,47137,47137,Pickett County,TN,10,Nonmetro,1635,5001,0,31301.0,9762.0,2868.0,43931.0,0.327,0.713,C,3,C3
2608,48171,48171,Gillespie County,TX,8,Nonmetro,8726,26725,3,122081.0,104457.0,83952.0,310490.0,0.327,0.393,C,2,C2
1307,26153,26153,Schoolcraft County,MI,9,Nonmetro,2623,8047,1,21686.0,36332.0,52957.0,110975.0,0.326,0.195,C,1,C1
1699,31091,31091,Hooker County,NE,12,Nonmetro,232,711,0,4435.0,2756.0,5361.0,12552.0,0.326,0.353,C,2,C2
452,13133,13133,Greene County,GA,4,Nonmetro,6170,18915,3,102983.0,52049.0,51370.0,206402.0,0.326,0.499,C,3,C3
1767,33007,33007,Coos County,NH,8,Nonmetro,10188,31268,3,88961.0,74014.0,59146.0,222121.0,0.326,0.401,C,2,C2
175,05129,5129,Searcy County,AR,10,Nonmetro,2543,7828,0,36312.0,16314.0,24812.0,77438.0,0.325,0.469,C,3,C3
568,16035,16035,Clearwater County,ID,6,Nonmetro,2836,8734,1,41561.0,25667.0,49499.0,116727.0,0.325,0.356,C,2,C2
2255,42023,42023,Cameron County,PA,10,Nonmetro,1472,4547,0,22694.0,19259.0,34399.0,76352.0,0.324,0.297,C,1,C1
1246,26031,26031,Cheboygan County,MI,11,Nonmetro,8295,25579,4,80933.0,100190.0,144383.0,325506.0,0.324,0.249,C,1,C1
2744,48443,48443,Terrell County,TX,12,Nonmetro,246,760,0,4603.0,5195.0,1652.0,11450.0,0.324,0.402,C,2,C2
2880,51125,51125,Nelson County,VA,2,Metro,4794,14775,0,95010.0,61501.0,26582.0,183093.0,0.324,0.519,C,3,C3
1955,37131,37131,Northampton County,NC,8,Nonmetro,5638,17471,2,139966.0,41378.0,44404.0,225748.0,0.323,0.62,C,3,C3
104,04015,4015,Mohave County,AZ,2,Metro,68868,213267,23,883197.0,683715.0,641890.0,2208802.0,0.323,0.4,C,2,C2
504,13239,13239,Quitman County,GA,11,Nonmetro,723,2235,0,14041.0,3269.0,3125.0,20435.0,0.323,0.687,C,3,C3
99,04007,4007,Gila County,AZ,3,Nonmetro,17200,53272,4,229128.0,183073.0,1008748.0,1420949.0,0.323,0.161,C,1,C1
217,06063,6063,Plumas County,CA,12,Nonmetro,6364,19790,2,58481.0,42729.0,66629.0,167839.0,0.322,0.348,C,2,C2
1236,26011,26011,Arenac County,MI,7,Nonmetro,4827,15002,1,53625.0,41868.0,41926.0,137419.0,0.322,0.39,C,2,C2
1184,23015,23015,Lincoln County,ME,7,Nonmetro,11341,35237,3,101855.0,88391.0,23133.0,213379.0,0.322,0.477,C,3,C3
155,05089,5089,Marion County,AR,10,Nonmetro,5421,16826,3,77894.0,31582.0,19400.0,128876.0,0.322,0.604,C,3,C3
1187,23021,23021,Piscataquis County,ME,6,Nonmetro,5417,16800,3,50356.0,40136.0,146761.0,237253.0,0.322,0.212,C,1,C1
2300,42113,42113,Sullivan County,PA,7,Nonmetro,1879,5840,0,25362.0,5980.0,17946.0,49288.0,0.322,0.515,C,3,C3
1946,37113,37113,Macon County,NC,9,Nonmetro,11926,37014,5,207332.0,241074.0,18166.0,466572.0,0.322,0.444,C,3,C3
1765,33003,33003,Carroll County,NH,4,Nonmetro,16158,50107,4,150005.0,136188.0,27472.0,313665.0,0.322,0.478,C,3,C3
1630,30065,30065,Musselshell County,MT,7,Nonmetro,1523,4730,0,21184.0,15575.0,39857.0,76616.0,0.322,0.276,C,1,C1
552,16003,16003,Adams County,ID,12,Nonmetro,1406,4379,0,20857.0,10317.0,24798.0,55972.0,0.321,0.373,C,2,C2
2219,41023,41023,Grant County,OR,12,Nonmetro,2323,7233,1,36922.0,23183.0,25556.0,85661.0,0.321,0.431,C,2,C2
2213,41011,41011,Coos County,OR,8,Nonmetro,20857,64929,6,315654.0,351504.0,110486.0,777644.0,0.321,0.406,C,2,C2
3091,55085,55085,Oneida County,WI,9,Nonmetro,12137,37845,7,105512.0,289710.0,28367.0,423589.0,0.321,0.249,C,1,C1
1616,30037,30037,Golden Valley County,MT,2,Metro,264,823,0,3476.0,1661.0,6986.0,12123.0,0.321,0.287,C,1,C1
3051,55007,55007,Bayfield County,WI,6,Nonmetro,5214,16220,1,59309.0,53430.0,14152.0,126891.0,0.321,0.467,C,3,C3
2667,48289,48289,Leon County,TX,7,Nonmetro,5040,15719,1,94625.0,45060.0,369139.0,508824.0,0.321,0.186,C,1,C1
3039,54093,54093,Tucker County,WV,7,Nonmetro,2173,6762,1,30175.0,18862.0,60776.0,109813.0,0.321,0.275,C,1,C1
2999,54013,54013,Calhoun County,WV,7,Nonmetro,2002,6229,0,29223.0,11998.0,64357.0,105578.0,0.321,0.277,C,1,C1
2979,53051,53051,Pend Oreille County,WA,2,Metro,4290,13401,1,69342.0,36142.0,866407.0,971891.0,0.32,0.071,C,1,C1
360,12083,12083,Marion County,FL,2,Metro,120180,375908,49,1702459.0,1192330.0,259631.0,3154420.0,0.32,0.54,C,3,C3
569,16037,16037,Custer County,ID,7,Nonmetro,1368,4275,0,26089.0,21921.0,22462.0,70472.0,0.32,0.37,C,2,C2
3098,55099,55099,Price County,WI,12,Nonmetro,4497,14054,1,56275.0,68187.0,132448.0,256910.0,0.32,0.219,C,1,C1
2965,53023,53023,Garfield County,WA,7,Nonmetro,729,2286,0,15997.0,27707.0,27504.0,71208.0,0.319,0.225,C,1,C1
271,08053,8053,Hinsdale County,CO,12,Nonmetro,251,788,0,3706.0,3724.0,572.0,8002.0,0.319,0.463,C,3,C3
161,05101,5101,Newton County,AR,8,Nonmetro,2305,7225,0,37370.0,58859.0,11388.0,107617.0,0.319,0.347,C,2,C2
1573,29181,29181,Ripley County,MO,10,Nonmetro,3390,10679,0,83533.0,16790.0,15066.0,115389.0,0.317,0.724,C,3,C3
1977,37175,37175,Transylvania County,NC,5,Nonmetro,10448,32986,3,170251.0,117790.0,140269.0,428310.0,0.317,0.397,C,2,C2
2678,48311,48311,McMullen County,TX,12,Nonmetro,190,600,0,3113.0,4459.0,2941.0,10513.0,0.317,0.296,C,1,C1
912,20049,20049,Elk County,KS,7,Nonmetro,788,2483,0,13527.0,8498.0,25010.0,47035.0,0.317,0.288,C,1,C1
2900,51169,51169,Scott County,VA,2,Metro,6808,21576,2,136923.0,38216.0,30233.0,205372.0,0.316,0.667,C,3,C3
2725,48405,48405,San Augustine County,TX,10,Nonmetro,2500,7918,0,45070.0,19156.0,11946.0,76172.0,0.316,0.592,C,3,C3
2689,48333,48333,Mills County,TX,10,Nonmetro,1410,4456,1,25128.0,5660.0,19307.0,50095.0,0.316,0.502,C,3,C3
3000,54015,54015,Clay County,WV,2,Metro,2535,8051,1,44954.0,13283.0,97942.0,156179.0,0.315,0.288,C,1,C1
1250,26039,26039,Crawford County,MI,12,Nonmetro,4091,12988,2,45696.0,31914.0,45751.0,123361.0,0.315,0.37,C,2,C2
517,13265,13265,Taliaferro County,GA,7,Nonmetro,491,1559,0,11130.0,4166.0,3313.0,18609.0,0.315,0.598,C,3,C3
3030,54075,54075,Pocahontas County,WV,10,Nonmetro,2481,7869,1,43033.0,20878.0,23636.0,87547.0,0.315,0.492,C,3,C3
2887,51141,51141,Patrick County,VA,7,Nonmetro,5549,17608,2,111745.0,45504.0,109079.0,266328.0,0.315,0.42,C,2,C2
2655,48265,48265,Kerr County,TX,3,Nonmetro,16528,52598,5,254224.0,247449.0,85119.0,586792.0,0.314,0.433,C,2,C2
2680,48315,48315,Marion County,TX,7,Nonmetro,3051,9725,0,64314.0,38912.0,82867.0,186093.0,0.314,0.346,C,2,C2
2600,48155,48155,Foard County,TX,10,Nonmetro,344,1095,0,6170.0,6454.0,4098.0,16722.0,0.314,0.369,C,2,C2
1801,35011,35011,De Baca County,NM,12,Nonmetro,534,1698,0,4376.0,19086.0,14000.0,37462.0,0.314,0.117,C,1,C1
505,13241,13241,Rabun County,GA,10,Nonmetro,5300,16883,3,84250.0,103505.0,34281.0,222036.0,0.314,0.379,C,2,C2
1983,37187,37187,Washington County,NC,9,Nonmetro,3441,11003,1,74626.0,41864.0,227259.0,343749.0,0.313,0.217,C,1,C1
318,10005,10005,Sussex County,DE,2,Metro,74326,237378,26,1015252.0,705126.0,784758.0,2505136.0,0.313,0.405,C,2,C2
2750,48455,48455,Trinity County,TX,8,Nonmetro,4253,13602,1,85395.0,53865.0,16848.0,156108.0,0.313,0.547,C,3,C3
159,05097,5097,Montgomery County,AR,7,Nonmetro,2659,8484,1,47970.0,14438.0,15601.0,78009.0,0.313,0.615,C,3,C3
1257,26053,26053,Gogebic County,MI,11,Nonmetro,4502,14380,2,46257.0,53623.0,38109.0,137989.0,0.313,0.335,C,2,C2
1329,27031,27031,Cook County,MN,12,Nonmetro,1755,5600,0,28517.0,27265.0,2861.0,58643.0,0.313,0.486,C,3,C3
2810,50009,50009,Essex County,VT,8,Nonmetro,1855,5920,0,17339.0,7286.0,7804.0,32429.0,0.313,0.535,C,3,C3
2217,41019,41019,Douglas County,OR,5,Nonmetro,34730,111201,8,506515.0,556346.0,237648.0,1300509.0,0.312,0.389,C,2,C2
1349,27071,27071,Koochiching County,MN,6,Nonmetro,3760,12062,0,51935.0,35514.0,42068.0,129517.0,0.312,0.401,C,2,C2
1739,31171,31171,Thomas County,NE,10,Nonmetro,209,669,0,4537.0,2709.0,4108.0,11354.0,0.312,0.4,C,2,C2
1804,35017,35017,Grant County,NM,8,Nonmetro,8779,28185,4,91833.0,84088.0,220170.0,396091.0,0.311,0.232,C,1,C1
1529,29093,29093,Iron County,MO,10,Nonmetro,2965,9537,2,58068.0,20412.0,81908.0,160388.0,0.311,0.362,C,2,C2
2899,51167,51167,Russell County,VA,9,Nonmetro,8030,25781,5,160751.0,60162.0,64547.0,285460.0,0.311,0.563,C,3,C3
2480,47105,47105,Loudon County,TN,2,Metro,17066,54886,6,326606.0,896821.0,1320437.0,2543864.0,0.311,0.128,C,1,C1
3128,56017,56017,Hot Springs County,WY,9,Nonmetro,1436,4621,0,21281.0,30058.0,66211.0,117550.0,0.311,0.181,C,1,C1
1497,29029,29029,Camden County,MO,9,Nonmetro,13299,42745,8,234867.0,186429.0,18102.0,439398.0,0.311,0.535,C,3,C3
1240,26019,26019,Benzie County,MI,8,Nonmetro,5585,17970,1,56610.0,45401.0,23392.0,125403.0,0.311,0.451,C,3,C3
3035,54085,54085,Ritchie County,WV,7,Nonmetro,2627,8444,0,37912.0,21309.0,180009.0,239230.0,0.311,0.158,C,1,C1
2877,51117,51117,Mecklenburg County,VA,9,Nonmetro,9421,30319,1,190619.0,216684.0,204589.0,611892.0,0.311,0.312,C,1,C1
232,06093,6093,Siskiyou County,CA,6,Nonmetro,13717,44076,1,188521.0,132674.0,240800.0,561995.0,0.311,0.335,C,2,C2
345,12053,12053,Hernando County,FL,1,Metro,60329,194515,32,996873.0,505216.0,113245.0,1615334.0,0.31,0.617,C,3,C3
2208,41001,41001,Baker County,OR,11,Nonmetro,5166,16668,2,75662.0,81005.0,214040.0,370707.0,0.31,0.204,C,1,C1
1191,23029,23029,Washington County,ME,11,Nonmetro,9624,31095,3,80411.0,73354.0,37833.0,191598.0,0.31,0.42,C,2,C2
2526,48007,48007,Aransas County,TX,2,Metro,7394,23830,3,147154.0,102397.0,22004.0,271555.0,0.31,0.542,C,3,C3
3105,55113,55113,Sawyer County,WI,12,Nonmetro,5602,18074,3,63052.0,103792.0,37126.0,203970.0,0.31,0.309,C,1,C1
1990,38001,38001,Adams County,ND,12,Nonmetro,683,2200,1,12403.0,22666.0,17469.0,52538.0,0.31,0.236,C,1,C1
2236,41057,41057,Tillamook County,OR,4,Nonmetro,8480,27390,2,111351.0,104941.0,251774.0,468066.0,0.31,0.238,C,1,C1
1234,26007,26007,Alpena County,MI,8,Nonmetro,8924,28907,6,77240.0,102547.0,108941.0,288728.0,0.309,0.268,C,1,C1
575,16049,16049,Idaho County,ID,6,Nonmetro,5115,16541,0,74622.0,44021.0,82306.0,200949.0,0.309,0.371,C,2,C2
1892,37005,37005,Alleghany County,NC,10,Nonmetro,3369,10888,2,61100.0,20787.0,22886.0,104773.0,0.309,0.583,C,3,C3
